".underwritingdataclarity.clearfraud.clearfraudinquiry.thirtydaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.twentyfourhoursago",".underwritingdataclarity.clearfraud.clearfraudinquiry.oneminuteago",".underwritingdataclarity.clearfraud.clearfraudinquiry.onehourago",".underwritingdataclarity.clearfraud.clearfraudinquiry.ninetydaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.sevendaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.tenminutesago",".underwritingdataclarity.clearfraud.clearfraudinquiry.fifteendaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.threesixtyfivedaysago",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryonfilecurrentaddressconflict",".underwritingdataclarity.clearfraud.clearfraudindicator.totalnumberoffraudindicators",".underwritingdataclarity.clearfraud.clearfraudindicator.telephonenumberinconsistentwithaddress",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryageyoungerthanssnissuedate",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddresscautious",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddressnonresidential",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddresshighrisk",".underwritingdataclarity.clearfraud.clearfraudindicator.ssnreportedmorefrequentlyforanother",".underwritingdataclarity.clearfraud.clearfraudindicator.currentaddressreportedbytradeopenlt90days",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssninvalid",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssnissuedatecannotbeverified",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddresscautious",".underwritingdataclarity.clearfraud.clearfraudindicator.morethan3inquiriesinthelast30days",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddressnonresidential",".underwritingdataclarity.clearfraud.clearfraudindicator.creditestablishedpriortossnissuedate",".underwritingdataclarity.clearfraud.clearfraudindicator.driverlicenseformatinvalid",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssnrecordedasdeceased",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddresshighrisk",".underwritingdataclarity.clearfraud.clearfraudindicator.inquirycurrentaddressnotonfile",".underwritingdataclarity.clearfraud.clearfraudindicator.bestonfilessnissuedatecannotbeverified",".underwritingdataclarity.clearfraud.clearfraudindicator.highprobabilityssnbelongstoanother",".underwritingdataclarity.clearfraud.clearfraudindicator.maxnumberofssnswithanybankaccount",".underwritingdataclarity.clearfraud.clearfraudindicator.bestonfilessnrecordedasdeceased",".underwritingdataclarity.clearfraud.clearfraudindicator.currentaddressreportedbynewtradeonly",".underwritingdataclarity.clearfraud.clearfraudindicator.creditestablishedbeforeage18",".underwritingdataclarity.clearfraud.clearfraudindicator.telephonenumberinconsistentwithstate",".underwritingdataclarity.clearfraud.clearfraudindicator.driverlicenseinconsistentwithonfile",".underwritingdataclarity.clearfraud.clearfraudindicator.workphonepreviouslylistedascellphone",".underwritingdataclarity.clearfraud.clearfraudindicator.workphonepreviouslylistedashomephone",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamematch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressmatch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchtype",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamereasoncodedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchresult",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressreasoncodedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchtypedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.overallmatchresult",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonetype",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssndobreasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamereasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressreasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssndobmatch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.overallmatchreasoncode","clearfraudscore","underwritingid"
3,3,3,3,3,3,3,3,3,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",2,891,"560843d5e4b0c02f3301b048"
21,21,1,21,21,21,1,21,21,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,583,"56084875e4b0c02f3306acbb"
5,5,5,5,6,5,5,5,19,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,820,"56084ac7e4b0c02f3307c7cc"
4,4,4,4,4,4,4,4,4,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"unavailable","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","invalid",85,827,"56084ee3e4b0c02f330bd69f"
2,2,1,2,2,2,1,2,43,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,710,"56085298e4b0c02f330edc49"
4,4,4,4,5,4,4,4,6,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,910,"5608591ce4b0c02f33149b30"
16,16,1,16,16,16,7,16,16,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,726,"56086050e4b0c02f331c0032"
3,3,3,3,3,3,3,3,5,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,830,"560865f9e4b0ffd7813b5204"
21,5,1,5,22,17,1,19,24,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",2,550,"56086a64e4b0c02f33242ade"
23,19,1,13,23,19,1,20,41,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","mismatch",13,379,"56086b22e4b0c02f332491d3"
9,6,6,6,9,6,6,6,10,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","FA","","match","","(FA) Full Name and Address","match","R","","","","match",1,858,"56088191e4b0ffd7815c3e40"
4,2,1,2,49,4,2,4,50,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",2,565,"5608a177e4b0c02f333aa66a"
3,3,3,3,3,3,3,3,12,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,816,"5608a34fe4b0ffd7817e6c66"
29,3,3,3,30,12,3,25,46,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,63,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,362,"5608f7b0e4b0ffd781b6323b"
10,10,1,10,23,10,6,10,77,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,553,"5609543ee4b0c02f338c0190"
11,11,1,6,31,11,1,11,31,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,513,"560958b9e4b0c02f339681e3"
30,2,1,2,74,24,2,27,91,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","U","","unavailable","","(U) Unlisted","match","","","","","match",1,651,"56095b7be4b0c02f339c0120"
3,3,1,3,3,3,3,3,3,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"mismatch","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",66,723,"56095c29e4b0c02f339d57cb"
12,1,1,1,33,2,1,10,47,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,694,"56096e6be4b0c02f33c56f38"
10,10,1,3,11,10,3,10,28,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",12,547,"56097076e4b0c02f33c9c8ba"
15,15,1,8,25,15,3,15,62,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,635,"560971dbe4b0c02f33cc8c1e"
8,8,1,8,49,8,8,8,66,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,563,"56097610e4b0c02f33d5b240"
6,6,6,6,6,6,6,6,6,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,841,"56097a3ce4b0c02f33de78c5"
25,3,3,3,30,3,3,3,34,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,622,"56098007e4b0c02f33ebb89c"
4,3,3,3,4,4,3,4,4,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","invalid","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",21,512,"56098913e4b0ffd7833500b8"
5,3,3,3,5,3,3,3,5,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,766,"56098ea2e4b0c02f34062b54"
10,10,3,3,10,10,3,10,10,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,857,"5609925ae4b0c02f340d1d5f"
29,6,1,1,42,6,1,20,86,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,468,"5609942ee4b0c02f3411610c"
21,11,1,11,28,11,11,11,42,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,644,"560994cfe4b0c02f34129b55"
7,5,4,5,7,5,4,7,7,FALSE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,827,"56099515e4b0c02f34134621"
3,3,3,3,3,3,3,3,4,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,"match","match","FA","","match","","(FA) Full Name and Address","match","R","","","","match",1,893,"56099b7de4b0c02f342275a4"
7,4,1,4,9,5,4,5,16,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D01","","","partial",2,676,"56099bb5e4b0c02f3422ed5a"
16,1,1,1,50,7,1,7,122,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,428,"56099c60e4b0c02f3424b668"
15,6,1,1,24,7,1,7,30,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,572,"5609a844e4b0c02f343c51c9"
4,4,4,4,8,4,4,4,8,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,878,"5609aa2ae4b0c02f343f7821"
15,13,1,13,15,15,13,15,55,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,603,"5609b4ace4b0c02f3455a5cd"
13,4,1,4,25,5,4,12,25,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","invalid","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",22,401,"5609c1f5e4b0c02f34644d0f"
7,5,4,4,8,5,4,5,11,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","FA","","match","","(FA) Full Name and Address","match","R","","","","match",1,874,"5609c2e8e4b0c02f3464bcf8"
5,5,1,2,7,5,1,5,11,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,730,"5609e3aee4b0c02f347dab4c"
6,5,1,5,31,6,5,6,83,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,617,"560a2455e4b0c02f3494bf07"
6,5,5,5,8,6,5,6,8,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",2,784,"560a363ce4b0ffd7848414c8"
6,6,1,6,6,6,4,6,6,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"partial","mismatch","M","(S03) SSN match to address only","unavailable","","(M) Mobile Phone","partial","","","S03","","match",36,730,"560a86d3e4b0c02f34afad47"
3,3,3,3,16,3,3,3,26,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,778,"560a9291e4b0c02f34bce491"
8,3,3,3,9,4,3,8,10,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","match","U","","unavailable","","(U) Unlisted","match","","","","","match",1,806,"560a9a8be4b0c02f34cc5309"
5,3,3,3,7,3,3,5,13,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,863,"560a9e42e4b0c02f34d39f26"
4,3,3,3,12,4,3,4,15,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,849,"560aa121e4b0c02f34d877b8"
18,18,1,9,18,18,1,18,30,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,414,"560aad6ce4b0c02f34f0d5a6"
16,15,1,15,18,15,15,15,18,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"mismatch","match","M","","unavailable","","(M) Mobile Phone","partial","","","","","mismatch",53,457,"560ab224e4b0c02f34faa64c"
6,6,6,6,7,6,6,6,10,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,522,"560abc50e4b0ffd7858159d5"
16,16,1,2,19,16,1,16,21,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,663,"560abed3e4b0c02f35130bba"
8,8,1,1,8,8,1,8,38,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,855,"560abf3fe4b0c02f35141ba3"
6,4,4,4,10,4,4,4,12,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,738,"560acb94e4b0c02f35319f36"
21,20,1,16,29,20,16,20,29,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,533,"560ad038e4b0c02f353e2246"
24,5,1,4,30,5,2,5,30,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,615,"560ad870e4b0c02f3550a5a3"
31,25,1,14,31,29,1,31,31,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,544,"560ada1be4b0c02f3554ee3f"
